Notetype,NoteTemplate,counts,Percentage,Cumulative Percentage,
TB Template,TB Epi F/U Pt2,71,0.003675879,98.80917064,
Progress Note,Peds SPE / Dental,71,0.003675879,98.81284652,
Surgical Note,ASA Patient Progress Note,71,0.003675879,98.8165224,
Progress Note,STD Treatment - Chlam/Gono,71,0.003675879,98.82019828,
Progress Note,FP- Emergency Contraception,70,0.003624106,98.82382239,
Progress Note,BF - Well Child 02 to 05 Days,70,0.003624106,98.82744649,
Progress Note,Abdominal Bloating/Pain,70,0.003624106,98.8310706,
BF NOTE,BF Well Child 15-21yrs NCHD,69,0.003572333,98.83464293,
Child Health,BF - Well Child 1 Month,69,0.003572333,98.83821526,
Lab Note,AFP Only,69,0.003572333,98.8417876,
Progress Note,FP Nexplanon Insertion,68,0.00352056,98.84530816,
Progress Note,TB Epi Record Page 1-DHHS 1030,68,0.00352056,98.84882871,
Progress Note,BCCCP/Pap/Breast Med Hx PENCHD,68,0.00352056,98.85234927,
Phone Encounter,Delivery Notification,68,0.00352056,98.85586983,
Admit Note,Immunization and PPD,68,0.00352056,98.85939039,
Progress Note,Immunization-Outreach,68,0.00352056,98.86291095,
Progress Note,Covid Vaccine,68,0.00352056,98.86643151,
Progress Note,FP Treatment/PE Completion,68,0.00352056,98.86995207,
Progress Note,Well Woman,67,0.003468787,98.87342086,
Progress Note,FP Postpartum Exam,67,0.003468787,98.87688965,
Admit Note,RECORD OF TB SCREENING,67,0.003468787,98.88035843,
Admit Note,COVID-19 Vaccine,67,0.003468787,98.88382722,
Progress Note,CH-Well Child 15 Months,67,0.003468787,98.88729601,
Progress Note,BCCCP Cervical Cancer 2018,67,0.003468787,98.8907648,
Progress Note,FP-EC Nurse Treatment Only,67,0.003468787,98.89423358,
CMARC Referral,CMARC Referral,66,0.003417014,98.8976506,
Provider Progress Note,ST Provider Visit,66,0.003417014,98.90106761,
Progress Note,OS - Head Check,66,0.003417014,98.90448462,
Progress Note,BF Well Child 6 Month,66,0.003417014,98.90790164,
Progress Note,Peds BH Note,65,0.003365241,98.91126688,
Progress Note,Maternity-Initial PE/Provider,65,0.003365241,98.91463212,
Progress Note,zzzCH-Well Child 3 years,65,0.003365241,98.91799736,
Progress Note,BF-Well Child 15-21yrsRPM,65,0.003365241,98.9213626,
Admit Note,SCHD NewPN-Provider,65,0.003365241,98.92472784,
MH RTC Return Client,ACOG RECORD,65,0.003365241,98.92809308,
Admit Note,Colpo,65,0.003365241,98.93145832,
Progress Note,BF-Child Health History,65,0.003365241,98.93482357,
Progress Note,BF Well Child 3-5 Days,65,0.003365241,98.93818881,
TB Epidemiology Record,TB Epidemiological Record Pt 1,64,0.003313468,98.94150227,
Hepatitis C,Hepatitis C Treatment.,64,0.003313468,98.94481574,
Progress Note,BF-Well Child 3 years - WCHD,64,0.003313468,98.94812921,
Progress Note,Sinusitis Acute,64,0.003313468,98.95144268,
Progress Note,FP Pill Pick Up,64,0.003313468,98.95475615,
Progress Note,BF Well Child 18 Months,64,0.003313468,98.95806961,
Encounter Note,LCHD PPD Read Note,64,0.003313468,98.96138308,
Progress Note,BCCCP-Screening Data,63,0.003261695,98.96464478,
Prostate Screening Form NCHD,Prostate Screening Form NCHD,63,0.003261695,98.96790647,
MH RTC New Client,ACOG RECORD,63,0.003261695,98.97116817,
Lice Check,Lice Check,62,0.003209922,98.97437809,
Admit Note,SCHD NewPN-Nurse,62,0.003209922,98.97758801,
Progress Note,BF Well Child 1 Month,62,0.003209922,98.98079793,
Progress Note,HIV ST Pre Test Counseling,62,0.003209922,98.98400786,
Progress Note,WISEWOMAN Data Forms,62,0.003209922,98.98721778,
Progress Note,SCHD BF Well Child 5-6yrs.,61,0.003158149,98.99037593,
Progress Note,BF-Well Child 3 yrs RPM,61,0.003158149,98.99353408,
VLab Report ,Upper Extremity Vein Mapping,61,0.003158149,98.99669223,
Progress Note,PC - Procedure,61,0.003158149,98.99985038,
Progress Note,COVIDResult,61,0.003158149,99.00300853,
Progress Note,Group B Strep Follow Up,60,0.003106376,99.0061149,
H&P Note,Peripheral Angio Provider Note,60,0.003106376,99.00922128,
Phone Encounter,ED Follow-up Phone Encounter,60,0.003106376,99.01232765,
Progress Note,FP-Nexplanon Removal,60,0.003106376,99.01543403,
Progress Note,PC - Newborn Exam,59,0.003054603,99.01848863,
Progress Note,BF Well Child 9 Month,59,0.003054603,99.02154324,
Initial Evaluation,PT Eval New 2020,59,0.003054603,99.02459784,
TB Screening,TB Record of Screening- LCHD,59,0.003054603,99.02765244,
Progress Note,Viral Hepatitis EPI Record,58,0.00300283,99.03065527,
MD Progress,FRP MED Daily Progress Note,58,0.00300283,99.0336581,
Progress Note,DCHD PREGNANCY TEST,58,0.00300283,99.03666094,
Phone Encounter,Clinic Support Missed Appt,58,0.00300283,99.03966377,
Progress Note,Shoulder Pain,58,0.00300283,99.0426666,
Progress Note,WASH - Immunization Note,58,0.00300283,99.04566943,
Progress Note,BF - Well Child 7-8 Year NEW,58,0.00300283,99.04867226,
H&P Note,Annual Physical Exam,57,0.002951057,99.05162331,
Progress Note,FP IUD CHECK,57,0.002951057,99.05457437,
Progress Note,MOUD Follow up,57,0.002951057,99.05752543,
Progress Note,CH - Bright Futures Prob Visit,57,0.002951057,99.06047649,
Progress Note,Nexplanon Insertion NCHD,56,0.002899285,99.06337577,
VLab Report ,Renal Duplex,56,0.002899285,99.06627506,
Other,DCHD GENERAL HV NOTE,55,0.002847512,99.06912257,
Progress Note,RECORD OF TB SCREEN Do not use,55,0.002847512,99.07197008,
Progress Note,FP Nexplanon Removal,55,0.002847512,99.07481759,
Progress Note,BF-Well Child 18 Months - WCHD,55,0.002847512,99.0776651,
Progress Note,BF - WCC 8 yr visit,55,0.002847512,99.08051261,
Progress Note,BF-Well Child 12 Months - WCHD,55,0.002847512,99.08336013,
MH Intake,CCHD PN Nurse Intake and US,55,0.002847512,99.08620764,
Progress Note,BCCCP-Cervical Screen Data SCH,54,0.002795739,99.08900338,
Paragard,FP Paragard IUD Insert- LCHD,54,0.002795739,99.09179911,
CC4C Referral,CMARC Referral,54,0.002795739,99.09459485,
Well Child,Well Exam 15-16 Year Exam,54,0.002795739,99.09739059,
Progress Note,BF - Well Child 5 Year NEW,54,0.002795739,99.10018633,
Progress Note,FP Emergency Contraception,53,0.002743966,99.1029303,
Progress Note,HWC - Initial Form,53,0.002743966,99.10567426,
Progress Note,MH- 17 P  RPM,53,0.002743966,99.10841823,
Progress Note,CH - Well Child 1 Month,53,0.002743966,99.11116219,
Progress Note,FP-IUD Insertion,53,0.002743966,99.11390616,
BF NOTE,BF-Well Child 9-10yrs. NCHD,52,0.002692193,99.11659835,
Progress Note,MH Problem,52,0.002692193,99.11929055,
Progress Note,Law Enforcement Physical,52,0.002692193,99.12198274,
Progress Note,Dizziness,52,0.002692193,99.12467493,
MH Labs,MH Glucose Testing,51,0.00264042,99.12731535,
Progress Note,IUD Check SCHD,51,0.00264042,99.12995577,
Admit Note,Annual Wellness Visit,51,0.00264042,99.13259619,
Progress Note,HWC - Follow up Form,51,0.00264042,99.13523661,
Progress Note,AWV visit w/Health Coach,51,0.00264042,99.13787703,
Initial Evaluation,Psych Eval Dr. O'Malley,51,0.00264042,99.14051745,
Admit Note,BF 2022 WCC 15-17 YEARS,51,0.00264042,99.14315787,
Progress Note,ZZZSCHDTBSkinTestVisit,50,0.002588647,99.14574652,
Progress Note,Pregnancy Test Visit,50,0.002588647,99.14833516,
Progress Note,Leg Pain,50,0.002588647,99.15092381,
Progress Note,WI - Lab Only,50,0.002588647,99.15351246,
Admit Note,LCSW HR Mat Psych Dis Sum,49,0.002536874,99.15604933,
BF NOTE,BF-Well Child 4yrs. NCHD,49,0.002536874,99.15858621,
Progress Note,SCHD BF Well Child 11-14yrs,49,0.002536874,99.16112308,
Progress Note,BF Well Child 15 Months,49,0.002536874,99.16365995,
AH Hx,AH Clinic Hx,49,0.002536874,99.16619683,
Progress Note,BF - Well Child 2 to 5 Days,49,0.002536874,99.1687337,
Phone Encounter,Case Management,49,0.002536874,99.17127058,
Off-Service Note,Nursing Note,48,0.002485101,99.17375568,
Progress Note,Missed Appointment,48,0.002485101,99.17624078,
Progress Note,BF-Well Child 4yrs. ,48,0.002485101,99.17872588,
Progress Note,BF-Well Child 6 Months - WCHD,48,0.002485101,99.18121098,
Progress Note,TB Epi Record Page 2-DHHS 1030,48,0.002485101,99.18369608,
Progress Note,BF-Well Child 9 Months - WCHD,48,0.002485101,99.18618118,
Progress Note,TB Shortage Screening Form,48,0.002485101,99.18866628,
FP History ,zzFP Fem Health Hx 4060F,48,0.002485101,99.19115138,
H&P Note,APC-Well Women Exam,48,0.002485101,99.19363648,
Progress Note,FC LESI,47,0.002433328,99.19606981,
Progress Note,BF - Well Child 9-10 Year NEW,47,0.002433328,99.19850314,
TB,TB Epi Record Pt1,47,0.002433328,99.20093647,
Progress Note,TB Risk Questionnaire SCHD,47,0.002433328,99.2033698,
Well Child Check,CH Physical 11-14 Years Old,47,0.002433328,99.20580313,
Progress Note,BCHD STD TREATMENT NOTE,46,0.002381555,99.20818468,
Progress Note,FP PE Completion,46,0.002381555,99.21056624,
Surgical Note,Surgeon History and Physical,46,0.002381555,99.21294779,
Progress Note,Nexplanon Removal/Insertion,46,0.002381555,99.21532935,
Progress Note,CH Rpt. Vision and/or Hearing,46,0.002381555,99.2177109,
Progress Note,Annual Physical Exam,46,0.002381555,99.22009246,
Progress Note,BF Wll Child 15-21yrs.,46,0.002381555,99.22247401,
Progress Note,RCPH FP-Pregnancy Test 4140,46,0.002381555,99.22485557,
Progress Note,ADHD Follow up,45,0.002329782,99.22718535,
AH Hx,AH Hx  School/Work,45,0.002329782,99.22951513,
Progress Note,CH - Dental Varnish,45,0.002329782,99.23184491,
Provider Progress Note,FP Provider Visit,45,0.002329782,99.2341747,
Progress Note,IUD Insertion SCHD,45,0.002329782,99.23650448,
Progress Note,TB Screening Form NCHD,45,0.002329782,99.23883426,
General Note,WASH - General Nurse Note,45,0.002329782,99.24116404,
Progress Note,Physical Completion,45,0.002329782,99.24349382,
Progress Note,PC - CoCM Initial,44,0.002278009,99.24577183,
Progress Note,IPPE,44,0.002278009,99.24804984,
Progress Note,BH Screening Documentation,44,0.002278009,99.25032785,
Phone Encounter,Psych-Contact Note,44,0.002278009,99.25260586,
Well Child,Well Exam 13-14 Year Exam,44,0.002278009,99.25488387,
Progress Note,BF-Well Child 15 Months - WCHD,44,0.002278009,99.25716188,
Admit Note,FP-DEPO,43,0.002226236,99.25938812,
Progress Note,AH-Follow Up Visit,43,0.002226236,99.26161435,
Progress Note,BF Well Child 2 Month,43,0.002226236,99.26384059,
Progress Note,WW Annual Screening 4050B 2019,43,0.002226236,99.26606683,
Progress Note,AH - Problem/Follow Up - WCHD,43,0.002226236,99.26829306,
Progress Note,z-CCNC Pregnancy Home Risk ,43,0.002226236,99.2705193,
Progress Note,BF - Well Child 2 Month - WCHD,43,0.002226236,99.27274553,
Admit Note,BCCCP Breast Cancer 2019,43,0.002226236,99.27497177,
mat,Phone Encounter,42,0.002174463,99.27714623,
Progress Note,DCHD STD TREATMENT/FOLLOW-UP,42,0.002174463,99.2793207,
Progress Note,TB Epi F/U Pt2,42,0.002174463,99.28149516,
Progress Note,FP Male PE Sheet,42,0.002174463,99.28366962,
Progress Note,BF-Well Child 4 Months - WCHD,42,0.002174463,99.28584409,
17P,17-P Only Visit,42,0.002174463,99.28801855,
Progress Note,BCCCP Case Mgt/Needs Assmt,42,0.002174463,99.29019301,
Admit Note,iPsychiatric/Therapy Prog note,42,0.002174463,99.29236748,
Family Planning,FP Nexplanon Removal/Insertion,41,0.00212269,99.29449017,
Progress Note,ZZWW Post LSP/HC F/U 4050B,41,0.00212269,99.29661286,
TB Notes,TB Observed Therapy,41,0.00212269,99.29873555,
Progress Note,FP Limited Visit MCHD 2020,41,0.00212269,99.30085824,
Child Health,CH - Problem Visit,41,0.00212269,99.30298093,
Admit Note,Emergency Contraception Visit,41,0.00212269,99.30510362,
Progress Note,BH - Limited Nurse Note,41,0.00212269,99.30722631,
Progress Note,COVID Testing,41,0.00212269,99.309349,
Progress Note,Tuberculosis Screening,41,0.00212269,99.31147169,
CMS Programs,CCM Billing,41,0.00212269,99.31359438,
Progress Note,Prescription,40,0.002070918,99.3156653,
Progress Note,REPAP,40,0.002070918,99.31773622,
Progress Note,Community Based Testing,40,0.002070918,99.31980714,
Maternity Visit,MH - 3 Ultrasound,40,0.002070918,99.32187805,
Progress Note,SCHD BF Well Child 7-8yrs.,40,0.002070918,99.32394897,
Child Health,BF - Well Child 3 to 5 Days,40,0.002070918,99.32601989,
Admit Note,Diabetes Note,40,0.002070918,99.32809081,
Progress Note,zzAdult Physical Note,40,0.002070918,99.33016172,
Well Child,Well Child 9-10 Year Exam,39,0.002019145,99.33218087,
H&P Note,Pregnancy Test Note,39,0.002019145,99.33420001,
Progress Note,BH Psychiatry Follow-up,39,0.002019145,99.33621916,
Initial Medical,Med Eval  Dr. Carlton,39,0.002019145,99.3382383,
Progress Note,MAT Follow Up,39,0.002019145,99.34025745,
Progress Note,SCHD BF Well Child 15-21yrs.,39,0.002019145,99.34227659,
Progress Note,IUD String Check,39,0.002019145,99.34429574,
BF NOTE,BF-Well Child 7-8yrs. NCHD,39,0.002019145,99.34631488,
Progress Note,Sports Physical,39,0.002019145,99.34833402,
Consultation Report,Phone Encounter,39,0.002019145,99.35035317,
Narcan Training and Dispensing,Narcan Training and Dispensing,39,0.002019145,99.35237231,
Consultation Report,PC - CoCM Case Review,38,0.001967372,99.35433969,
Progress Note,Nexplanon Check,38,0.001967372,99.35630706,
Primary Care,CC-OMH Return Visit,38,0.001967372,99.35827443,
Procedure Note,BF Well Child 6 Years,38,0.001967372,99.3602418,
Admit Note,zzzBCCCP Cervical Screening 18,38,0.001967372,99.36220917,
Child Health,CH-BF Well Child 11-14yrs LCHD,38,0.001967372,99.36417654,
Progress Note,CD - STD Test Results -HBsAb,38,0.001967372,99.36614392,
Admit Note,BF 2022 WCC 9-10 YEARS,37,0.001915599,99.36805951,
Admit Note,Nexplanon Removal RPM,37,0.001915599,99.36997511,
Progress Note,PPNB Home Visit - Postnatal,37,0.001915599,99.37189071,
Progress Note,PPNB Home Visit - Newborn,37,0.001915599,99.37380631,
Progress Note,APC HEENT Complaint,37,0.001915599,99.37572191,
Liletta IUD Insertion,FP Liletta IUD Insertion-LCHD,37,0.001915599,99.37763751,
Progress Note,Nexplanon Removal NCHD,37,0.001915599,99.37955311,
Well Child,Well Exam 11-12 Year Exam,36,0.001863826,99.38141693,
General Note,zCOVID Administration Note,36,0.001863826,99.38328076,
Progress Note,Hip Pain,36,0.001863826,99.38514458,
Progress Note,STD Encounter - 2021 MCHD,36,0.001863826,99.38700841,
Progress Note,Medicare Visit,36,0.001863826,99.38887224,
Progress Note,CO-C-19 Pfizer Vacc. Bivalent,36,0.001863826,99.39073606,
Progress Note,Hypothyroidism,36,0.001863826,99.39259989,
Progress Note,Injection Note,35,0.001812053,99.39441194,
Admit Note,BF 2022 WCC 3-5 DAYS,35,0.001812053,99.39622399,
Progress Note,EMG - UE,35,0.001812053,99.39803605,
H&P Note,Lab Only,35,0.001812053,99.3998481,
Progress Note,MH-New OB ACOG Note,35,0.001812053,99.40166015,
Progress Note,CD- TB Individual Contact Form,34,0.00176028,99.40342043,
Progress Note,Lamaze Childbirth Classes,34,0.00176028,99.40518071,
Admit Note,Misc. Provider Note,34,0.00176028,99.40694099,
Well Child Check,CH Physical 15-21 Years Old,34,0.00176028,99.40870127,
Admit Note,BF 2022 WCC 5 YEARS,34,0.00176028,99.41046155,
BCCCP Follow Up,BCCCP-Breast Screening Data,34,0.00176028,99.41222183,
Progress Note,FP Female Flow 2814F NCHD,34,0.00176028,99.41398211,
Encounter Note,LCHD FP Annual/Initial Female,34,0.00176028,99.41574239,
Progress Note,Expedited Partner Therapy,34,0.00176028,99.41750267,
Progress Note,Allergy Shot,33,0.001708507,99.41921118,
Admit Note,CH PROBLEM/SICK NOTE-NEW,33,0.001708507,99.42091968,
Progress Note,TB - Record of TB Screening,33,0.001708507,99.42262819,
Progress Note,Active TB Flow Sheet,33,0.001708507,99.4243367,
Progress Note,CH-Well Child 2 1/2 years,33,0.001708507,99.42604521,
Progress Note,FP - Postpartum Visit,33,0.001708507,99.42775371,
Progress Note,Dental Fluoride Varnish,33,0.001708507,99.42946222,
Admit Note,BF 2022 WCC 18 MONTHS,33,0.001708507,99.43117073,
Surgery Note,CP-FNA,33,0.001708507,99.43287923,
Admit Note,TB Risk Screen,32,0.001656734,99.43453597,
Progress Note,TB,32,0.001656734,99.4361927,
BH Note,BH Treatment Plan - Adult,32,0.001656734,99.43784943,
Progress Note,BF-Well Child 2 yrs RPM,32,0.001656734,99.43950617,
Progress Note,BCCCP Breast Form,32,0.001656734,99.4411629,
Well Child Check,CH Physical 5-6 Years Old,32,0.001656734,99.44281964,
Admit Note,BF 2022 WCC 7-8 YEARS,32,0.001656734,99.44447637,
Admit Note,BF 2022 WCC 4 YEARS,32,0.001656734,99.44613311,
Progress Note,Colposcopy,31,0.001604961,99.44773807,
Progress Note,Diabetes,31,0.001604961,99.44934303,
Progress Note,Referral,31,0.001604961,99.45094799,
Progress Note,zzzCH-Well Child 2 years,31,0.001604961,99.45255295,
TB Epidemiology Record,TB Medications,31,0.001604961,99.45415791,
Progress Note,Oral Health Risk Assessment,31,0.001604961,99.45576287,
Off-Service Note,Phone Encounter,31,0.001604961,99.45736783,
Admit Note,BF 2022 WCC 2 MONTHS,31,0.001604961,99.45897279,
Admit Note,APC-Specialty PE Recheck,31,0.001604961,99.46057775,
Admit Note,BF 2022 WCC 12 MONTHS,31,0.001604961,99.46218272,
Admit Note,BF 2022 WCC 1 MONTH,31,0.001604961,99.46378768,
Progress Note,CD - STD Treatment Only,31,0.001604961,99.46539264,
MH Intake,MH-RETURN PRENATAL.HCDPH,31,0.001604961,99.4669976,
Progress Note,Clinic Support Encounter,30,0.001553188,99.46855079,
Admit Note,BF 2022 WCC 3 YEARS,30,0.001553188,99.47010398,
Psychology,Cogsmart Notes,30,0.001553188,99.47165716,
Admit Note,BF 2022 WCC 2 YEARS,30,0.001553188,99.47321035,
Admit Note,BF 2022 WCC 4 MONTHS,30,0.001553188,99.47476354,
Progress Note,TB/LTBI Flow Sheet,30,0.001553188,99.47631673,
Progress Note,TB Screening Form - WCHD,30,0.001553188,99.47786992,
Progress Note,Barton Allergy Shots,30,0.001553188,99.4794231,
Progress Note,BF - Well Child 6 Year NEW,30,0.001553188,99.48097629,
Encounter Note,LCHD FP Limited/Method/Problem,30,0.001553188,99.48252948,
H&P Note,Harry - Med Follow Up,30,0.001553188,99.48408267,
Progress Note,BRIGHT FUTURES PROBLEM VISIT,30,0.001553188,99.48563586,
Progress Note,Initial Visit,29,0.001501415,99.48713727,
Admit Note,Suboxone Intake Hx and Phy,29,0.001501415,99.48863869,
Progress Note,BF-Well Child 2 to 5 Days-WCHD,29,0.001501415,99.4901401,
Progress Note,Headache or Pain,29,0.001501415,99.49164152,
Progress Note,BF - Well Child 18-21 Year NEW,29,0.001501415,99.49314293,
Child Health,CH-BF Well Child 5-6yrs. LCHD,29,0.001501415,99.49464435,
Progress Note,TB Epidemiological Record Pt 2,29,0.001501415,99.49614576,
Progress Note,FP Male Flow 2814M,29,0.001501415,99.49764718,
Progress Note,"Gout, Acute",29,0.001501415,99.49914859,
Admit Note,BF 2022 WCC 6 MONTHS,29,0.001501415,99.50065001,
Progress Note,NOTE,29,0.001501415,99.50215142,
Plan B,CCHD FP Emergency Contraceptio,29,0.001501415,99.50365284,
Well Child,Well Exam 17-18 Year Exam,29,0.001501415,99.50515425,
Progress Note,WW Annual Screening 4049A 2020,29,0.001501415,99.50665567,
Progress Note,WW Annual Screening 4051A 2020,29,0.001501415,99.50815709,
Progress Note,Chronic Pain,29,0.001501415,99.5096585,
Admit Note,BF 2022 WCC 15 MONTHS,29,0.001501415,99.51115992,
Progress Note,BF - Well Child 1 Month - WCHD,29,0.001501415,99.51266133,
Progress Note,DCHD BCCCP Data,28,0.001449642,99.51411097,
VLab Report ,Left Upper Extre Bypass Graft ,28,0.001449642,99.51556062,
Progress Note,TB Epidemiological Record Pt 1,28,0.001449642,99.51701026,
Maternity Visit,MH - Physical Exam,28,0.001449642,99.5184599,
Initial Medical,Med Eval Dr. Kasuganti,28,0.001449642,99.51990954,
